Date,Open,Close,High,Low,Volume,Significant_Change,1h_change,4h_change,24h_change,EMA50Below200,RSI,Signal
2019-09-04 00:00:00,0.09815373894496274,0.09745175482707422,0.0918588629561525,0.11051724137931035,0.05359749369109659,0,0,0,-0.004815864022662889,1,0.5179583424501406,0
2019-09-05 00:00:00,0.09730015520270155,0.0973311784727916,0.0887296622986839,0.11175245595655173,0.025813749782953827,0,0,0,-0.0006683859304976159,1,0.5164570565152862,0
2019-09-06 00:00:00,0.09709549229955827,0.09259357117409511,0.093272050349848,0.10703448275862071,0.09664426845946168,1,0,0,-0.02697006509558472,1,0.45816643174196764,0
2019-09-07 00:00:00,0.09252468746269166,0.09573008272549216,0.08736694588333466,0.1087241379310345,0.028931983811205816,0,0,0,0.01754218705310325,1,0.4948518931795212,0
2019-09-08 00:00:00,0.09557757576791229,0.09446865960156073,0.08765294809396351,0.10761912841655175,0.030039566209783614,0,0,0,-0.0071051368218915025,1,0.478716195702611,0
2019-09-09 00:00:00,0.09424726689748095,0.0927981262752732,0.08694635439711576,0.10548275862068968,0.04457257819140104,0,0,0,-0.009498885334884171,1,0.45694524133758546,0
2019-09-10 00:00:00,0.09263322390121603,0.08945705962269809,0.08428821620421231,0.10274137931034483,0.03609027943331393,1,0,0,-0.01936567532852485,1,0.41444469319234506,0
2019-09-11 00:00:00,0.08929712779185783,0.0903775575779994,0.08262267391878547,0.10024137931034482,0.0373259612682022,0,0,0,0.005307125307125307,1,0.4278439015549918,0
2019-09-12 00:00:00,0.09020517456040114,0.09509937116352643,0.0857855218951516,0.10455172413793104,0.037727404304153715,1,0,0,0.026502104860313815,1,0.49371066907557387,0
2019-09-13 00:00:00,0.09489536609076801,0.093769763005869,0.08556681432231777,0.10612068965517243,0.03857659118246918,0,0,0,-0.007518796992481203,1,0.47441880749510573,0
2019-09-14 00:00:00,0.09376972012347995,0.09387204055645804,0.0857855218951516,0.10784482758620689,0.02705908631887339,0,0,0,0.0005780346820809249,1,0.47591840996642604,0
2019-09-15 00:00:00,0.09371855439769414,0.09286631130899922,0.08435551084200735,0.1081896551724138,0.016158183895061594,0,0,0,-0.005716500339114427,1,0.4598481829336499,0
2019-09-16 00:00:00,0.09271189210461686,0.09233787729762255,0.08437233450145609,0.10501724137931034,0.04726391565284143,0,0,0,-0.003012633624878523,1,0.45108532049769307,0
2019-09-17 00:00:00,0.09215793650793921,0.09104377984995882,0.08275726319437551,0.10625862068965519,0.025233791783141852,0,0,0,-0.007432561669776617,1,0.4290415074353567,0
2019-09-18 00:00:00,0.09090443947947402,0.09054802016231445,0.08225255341091284,0.10536206896551725,0.02861377601585468,0,0,0,-0.002855493052528312,1,0.42037109437773085,0
2019-09-19 00:00:00,0.0903752271335255,0.09252538614036909,0.08576869823570285,0.0975,0.08368783757149419,0,0,0,0.011261042617221629,1,0.4598090062300971,0
2019-09-20 00:00:00,0.09235019001245032,0.09075257526349251,0.0832956202967357,0.10524137931034483,0.021544176945917884,0,0,0,-0.01019907816024321,1,0.42599992285838933,0
2019-09-21 00:00:00,0.0905973464033906,0.08761606371209549,0.08092348431446111,0.10246379310344828,0.025534992580164728,0,0,0,-0.018376111055627684,1,0.37022785402564146,0
2019-09-22 00:00:00,0.08743295093206896,0.08833200656621873,0.07934206032627805,0.10139137931034484,0.02359479659153116,0,0,0,0.00417702635504724,1,0.3864036825610559,0
2019-09-23 00:00:00,0.08822676649668276,0.08232490509495616,0.0788709978617129,0.09672931034482757,0.04704217704491015,1,0,0,-0.03632016160616738,1,0.2909825547978869,0
2019-09-24 00:00:00,0.0822489042007061,0.06248476490652685,0.07412672589716371,0.0706896551724138,0.298798384901509,1,0,0,-0.1363088057901085,1,0.10967792404121424,0
2019-09-25 00:00:00,0.06226842071052138,0.06140403212196935,0.056943040136204354,0.07348275862068968,0.10946166490447959,0,0,0,-0.007480561160077102,1,0.1030505294236852,0
2019-09-26 00:00:00,0.06116009755598384,0.055107144257371204,0.0522235465606552,0.06545862068965519,0.1321272531887616,1,0,0,-0.045571744038293054,1,0.06705129046567054,0
2019-09-27 00:00:00,0.0549161734859209,0.05693961703875805,0.04914022688387132,0.06735000000000002,0.06400411821862183,0,0,0,0.013088367789222491,1,0.1044355025214816,0
2019-09-28 00:00:00,0.05674961199324613,0.057362364247859426,0.050489484371661564,0.0695189655172414,0.04669024284433624,0,0,0,0.003010366342162255,1,0.11332061696493112,0
2019-09-29 00:00:00,0.057172581993075594,0.05483610874831027,0.04830577337521305,0.06775862068965519,0.052645084594367286,0,0,0,-0.018318912237330127,1,0.09643196181954045,0
2019-09-30 00:00:00,0.05406835740964985,0.05425977475074106,0.04487357861107233,0.06993431034482758,0.0,0,0,0,-0.004196772916229682,1,0.09255111692698187,0
2019-10-01 00:00:00,0.05886357715126295,0.059010737438185995,0.05300125672736081,0.07289655172413795,0.05000881518990766,0,0,0,0.03343891348426496,1,0.1985359181540614,0
2019-10-02 00:00:00,0.05880100935957566,0.06037404963359064,0.05099419415512424,0.07229310344827586,0.02956233651165624,0,0,0,0.009504263496810822,1,0.22705838050809252,0
2019-10-03 00:00:00,0.060185854558013396,0.05775272356594088,0.05133066734409936,0.07041551724137932,0.03184491663122792,0,0,0,-0.01861461673384886,1,0.20124284698202072,0
2019-10-04 00:00:00,0.05755291388808351,0.05619980942283073,0.04838484457462219,0.0695293103448276,0.026150166759685702,0,0,0,-0.01115055079559368,1,0.18631640928479398,0
2019-10-05 00:00:00,0.056011120017737476,0.05607196248459442,0.04747468459844448,0.0696551724137931,0.028514197024845606,0,0,0,-0.0009188361408882082,1,0.1850454510233296,0
2019-10-06 00:00:00,0.055893438848430066,0.05130753325298862,0.04701094725345348,0.06563275862068965,0.050194259348971385,1,0,0,-0.03545604465305087,1,0.1400300539282467,1
2019-10-07 00:00:00,0.05110773796326301,0.057171446153426536,0.0500873989108363,0.06540000000000001,0.06983790313826511,1,0,0,0.04181354078035736,1,0.27113241898802004,0
2019-10-08 00:00:00,0.056979857759282326,0.056796428467933424,0.050018421907096405,0.07125344827586208,0.0297078092823167,0,0,0,-0.002681291895185862,1,0.26682223392409976,0
2019-10-09 00:00:00,0.05660634796104583,0.06365754748661442,0.056027833062192056,0.07149241036396553,0.07191583143602683,1,0,0,0.046761545164101075,1,0.39746602087122657,2
2019-10-10 00:00:00,0.06346937731311719,0.0634615155146521,0.055433957883650936,0.07710344827586207,0.03701794940545466,0,0,0,-0.001337831549557934,1,0.39467400876211695,0
2019-10-11 00:00:00,0.06327494755513108,0.05804421458511963,0.05764458673521747,0.07332758620689656,0.05208978625337848,1,0,0,-0.03838998816167757,1,0.3219511299717986,0
2019-10-12 00:00:00,0.05785820271860556,0.058749929684183966,0.051056441695084664,0.07362931034482759,0.014633547312157314,0,0,0,0.004976200778883556,1,0.3354772124273822,0
2019-10-13 00:00:00,0.05857281735541417,0.058499349685240815,0.05196938336207377,0.07173103448275861,0.03464131086107592,0,0,0,-0.0017700393743453537,1,0.3320398454582661,0
2019-10-14 00:00:00,0.05831016662971364,0.059608461934852586,0.05113214816260406,0.0728844827586207,0.02177018629515789,0,0,0,0.007773610912980387,1,0.3555250399739283,0
2019-10-15 00:00:00,0.059419863389217675,0.0565594854757355,0.05132562024626475,0.0706896551724138,0.028077079480710664,1,0,0,-0.021836487175104547,1,0.3105956135519791,0
2019-10-16 00:00:00,0.05636928009823822,0.053574685624378865,0.04736533081202757,0.06827586206896552,0.06064695040787528,1,0,0,-0.021843812375249547,1,0.2703887554998472,0
2019-10-17 00:00:00,0.05338461276073203,0.054875315142702746,0.046460767345613496,0.06809137931034484,0.02409472674482158,0,0,0,0.009428716186992595,1,0.3007265023435343,0
2019-10-18 00:00:00,0.054684222195691856,0.05308545800739464,0.04620136861428564,0.06655172413793103,0.04541936542451296,0,0,0,-0.013145869067144092,1,0.27556979740570353,0
2019-10-19 00:00:00,0.05292412122865964,0.05318091705461109,0.04593868449077307,0.06770689655172415,0.030087902977778608,0,0,0,0.0007006218018490728,1,0.2780027351154336,0
2019-10-20 00:00:00,0.05299063667218121,0.0577459050625683,0.04959783042087751,0.06761379310344828,0.041702684841852265,1,0,0,0.03241856017044573,1,0.3870312598221695,0
2019-10-21 00:00:00,0.057556324936469255,0.057457823295075816,0.05017488193996983,0.0721,0.029310343005302286,0,0,0,-0.0020500254736894948,1,0.3819278595504359,0
2019-10-22 00:00:00,0.05726946757969062,0.054227557322305525,0.049530535783082474,0.06956724137931034,0.03300289053698897,1,0,0,-0.023527805023403535,1,0.32656703516448865,0
2019-10-23 00:00:00,0.05403100642982622,0.04467142484560349,0.045181619815579055,0.057472413793103444,0.11125169997777438,1,0,0,-0.07480950665225461,1,0.20355295057120265,0
2019-10-24 00:00:00,0.04447495437722784,0.043977642127441235,0.03600431358628267,0.05806724137931035,0.04973554659554625,0,0,0,-0.005460888232926314,1,0.19628056430310975,1
2019-10-25 00:00:00,0.04378251155492641,0.0648780595903102,0.05743933808994267,0.05906896551724139,0.146501835759671,1,0,0,0.1412704082220507,1,0.5381640697803112,0
2019-10-26 00:00:00,0.06468712158681969,0.0749660353300752,0.08565093261956155,0.08037675554137932,0.2747062222441394,1,0,0,0.06383414770949954,1,0.6330969427698234,0
2019-10-27 00:00:00,0.0748537513004622,0.08009525449211521,0.07461232917407609,0.08829655172413794,0.09516266263248935,1,0,0,0.031436093524728856,1,0.6732909470171751,2
2019-10-28 00:00:00,0.07995326863711563,0.07419554444897117,0.07671588708632726,0.0899448275862069,0.07706163064590542,1,0,0,-0.037514768527049276,1,0.5936510528957064,0
2019-10-29 00:00:00,0.07407432674432488,0.07794231205221608,0.07016981345017928,0.08793103448275863,0.05764956081717637,1,0,0,0.02327034037372286,1,0.6251176163735936,0
2019-10-30 00:00:00,0.07778725291218255,0.0734898293499068,0.06827041004305176,0.0868103448275862,0.04325432800630921,1,0,0,-0.028439837548860637,1,0.5673636206447408,0
2019-10-31 00:00:00,0.07308188221649925,0.07329771801738377,0.06375308924446627,0.08915534482758622,4.965979222516914e-07,0,0,0,-0.0012286016725115492,1,0.564874151178594,0
2019-11-01 00:00:00,0.07334777343816623,0.07527457260768547,0.06635419523183844,0.08768203062758623,0.035055915678888896,0,0,0,0.012484659274410522,1,0.5844379114202098,0
2019-11-02 00:00:00,0.0750839970664984,0.07600926634608335,0.06797767836864341,0.09054312407224138,0.03134149232294438,0,0,0,0.0046184674403403694,1,0.5918962989634757,0
2019-11-03 00:00:00,0.07583101666297137,0.07413929179614717,0.06749147461057436,0.08793103448275863,0.03099057154751585,0,0,0,-0.011894951422623258,1,0.5632219941346901,0
2019-11-04 00:00:00,0.0739685842443675,0.07784855763084281,0.0716031769798503,0.08882758620689657,0.0640118637340517,1,0,0,0.023050847457627158,1,0.6038407334065876,0
2019-11-05 00:00:00,0.07769003803318952,0.0761388179101628,0.06923264736011547,0.08939827586206897,0.02924356159749685,0,0,0,-0.010739102969046036,1,0.5761545178219734,0
2019-11-06 00:00:00,0.07591621987617894,0.0763621238956155,0.06874315487356181,0.091,0.029732779770665078,0,0,0,0.0014006500727053444,1,0.5788189312171159,0
2019-11-07 00:00:00,0.07621867378438765,0.07391428118485133,0.06726435520801616,0.08709655172413794,0.03210116262314452,0,0,0,-0.01559310254962413,1,0.5368443320211282,0
2019-11-08 00:00:00,0.07378950420411715,0.06663723346044156,0.06500662010999309,0.08070689655172414,0.06739105125714809,1,0,0,-0.04860913428145264,1,0.42819732138907524,0
2019-11-09 00:00:00,0.0664523391264305,0.06741705212660595,0.0590022560527321,0.08163448275862067,0.01678168886345113,0,0,0,0.005182029863634803,1,0.4398877509092098,0
2019-11-10 00:00:00,0.06723256876247166,0.07153632813365629,0.06495783149759171,0.08213793103448278,0.03972462952209856,1,0,0,0.026643967909633196,1,0.49965820481338746,0
2019-11-11 00:00:00,0.07135401565671212,0.06587722874578744,0.06257728368559273,0.0795948275862069,0.036359219183168645,1,0,0,-0.03799446817879985,1,0.41973322613463543,0
2019-11-12 00:00:00,0.06569193388399025,0.0674503399876244,0.059237787285014665,0.0793448275862069,0.030031889579565478,0,0,0,0.010451284323895763,1,0.44310560547994965,0
2019-11-13 00:00:00,0.06726587416642507,0.06695770311895391,0.058226685352144425,0.08155689655172413,0.011483484623304618,0,0,0,-0.0032836804490347384,1,0.4360028223137689,0
2019-11-14 00:00:00,0.06677116464346017,0.06447917714301299,0.057679916420059874,0.07931034482758623,0.02831817573821097,0,0,0,-0.016798179234492835,1,0.40006411182465546,0
2019-11-15 00:00:00,0.0642880289256903,0.061754036558769515,0.05738718474565152,0.0762086206896552,0.044423764406093344,0,0,0,-0.01881715209928964,1,0.36237733630782104,0
2019-11-16 00:00:00,0.06156601231388467,0.06222566177836794,0.05363550868857894,0.07655344827586208,0.013150270505017138,0,0,0,0.0032460109954831028,1,0.3711941336262757,0
2019-11-17 00:00:00,0.06203673699111423,0.06246090014472272,0.05569640697105155,0.07593793103448276,0.024311919798715595,0,0,0,0.0016164361097770108,1,0.3758474107305266,0
2019-11-18 00:00:00,0.06226868828134327,0.057043599215190255,0.05296256231062868,0.07098275862068967,0.05452050411389501,1,0,0,-0.03866415232070068,1,0.2991730415460441,0
2019-11-19 00:00:00,0.05685364896901063,0.056112873504830046,0.048058979128063395,0.06985689655172414,0.03173915235486448,0,0,0,-0.0066871608960306144,1,0.287143141902887,0
2019-11-20 00:00:00,0.05592243275970871,0.055456592555217066,0.04826539659253601,0.07036206896551725,0.017653986527173423,0,0,0,-0.004737645205749164,1,0.27838272191664887,0
2019-11-21 00:00:00,0.055265805945457325,0.0476954310913526,0.046551065694707794,0.060344827586206906,0.08475394229002585,1,0,0,-0.059352635215288455,1,0.1889525173857069,0
2019-11-22 00:00:00,0.04750055429536268,0.041662760232442766,0.03999152087563784,0.048606896551724135,0.16597033987118912,1,0,0,-0.048365494998086775,1,0.13601837031694564,0
2019-11-23 00:00:00,0.04148858151552881,0.04226619778091806,0.0335817066256618,0.05415517241379311,0.03964839546942008,0,0,0,0.004814623398525766,1,0.15016350972021247,0
2019-11-24 00:00:00,0.04207016526529428,0.035664181890395955,0.03336299905282798,0.050379310344827594,0.07349185324895995,1,0,0,-0.055604209438215174,1,0.09895870562488229,1
2019-11-25 00:00:00,0.03546125901795917,0.039030817930618314,0.03407632221345523,0.04513793103448277,0.15867605554584044,1,0,0,0.027573016138940077,1,0.17437315405858012,0
2019-11-26 00:00:00,0.03883137482305188,0.03963596010493675,0.0336035773829452,0.05253793103448276,0.04453784233290725,0,0,0,0.004931719989441951,1,0.1877195808031188,0
2019-11-27 00:00:00,0.039441952484096,0.04561919681439522,0.038696099098083636,0.049624137931034484,0.11907334188800851,1,0,0,0.04649437696210244,1,0.3097796981616869,0
2019-11-28 00:00:00,0.04538911534460116,0.044110602943206983,0.03871292275753238,0.0588793103448276,0.036870371600850244,0,0,0,-0.011861998713274716,1,0.29227027389388166,0
2019-11-29 00:00:00,0.043912131393583825,0.04983473652450654,0.042807801467359574,0.05948275862068966,0.06237981656220876,1,0,0,0.04307005617833417,1,0.39452392190218993,2
2019-11-30 00:00:00,0.04898862415363364,0.049110441003751865,0.03989007420916185,0.06472603448275863,5.5431063983758225e-05,0,0,0,-0.005479674649959917,1,0.3847182372910693,0
2019-12-01 00:00:00,0.04627598792488871,0.04392820797798985,0.037200475773089214,0.0567,0.05426569109911538,1,0,0,-0.04080616367565527,1,0.31867901758892875,0
2019-12-02 00:00:00,0.04373044323009226,0.04222626453406608,0.03496629379829444,0.055282758620689654,0.03966279994992048,0,0,0,-0.013583557025274114,1,0.2987131356187595,0
2019-12-03 00:00:00,0.042028505449149794,0.04198363496443297,0.03475263332329523,0.05667241379310345,0.019691072659697748,0,0,0,-0.0019402331930029504,1,0.29578119202297254,0
2019-12-04 00:00:00,0.04178534272508655,0.04031781044219698,0.04207765464728358,0.053948275862068976,0.10046100066484381,0,0,0,-0.013500927453960152,1,0.2751131659083115,0
2019-12-05 00:00:00,0.040137806354783145,0.043756040767831655,0.0360362785392353,0.055017241379310355,0.041011704646104805,1,0,0,0.027110215053763417,0,0.3469369264466506,0
2019-12-06 00:00:00,0.04355908788566165,0.04628400089322393,0.038238495561077473,0.05775862068965518,0.04896816096045437,1,0,0,0.0195432442048944,0,0.3958158625238301,0
2019-12-07 00:00:00,0.046026981392731064,0.045515214637963014,0.038373084836667515,0.06063275862068965,0.014776496668795554,0,0,0,-0.005978894898716773,0,0.3837869076055151,0
2019-12-08 00:00:00,0.045317483328501024,0.04588000456839725,0.03753526659611947,0.0592,0.03685032977070713,0,0,0,0.0028289665018640174,0,0.39135167315866565,0
2019-12-09 00:00:00,0.04568417102996608,0.042725107295287224,0.03970047156717435,0.05700344827586207,0.05618669435232992,1,0,0,-0.025080024511040872,0,0.3399271365870526,0
2019-12-10 00:00:00,0.04252761110398581,0.04059566445463053,0.03441616013432011,0.05517241379310345,0.031193439145707803,0,0,0,-0.017219615397127342,0,0.307763386153125,0
2019-12-11 00:00:00,0.04039704603209798,0.04018863889785709,0.03235357948590262,0.054637931034482765,0.026776008970608858,0,0,0,-0.0033022574496690974,0,0.30160595606737833,0
2019-12-12 00:00:00,0.039991131274197136,0.040074048946626445,0.033312845908738384,0.05401379310344828,0.04833114562537774,0,0,0,-0.0009305500332225503,0,0.29976806562100594,0
2019-12-13 00:00:00,0.039876861153275475,0.04108318744577158,0.03269005267487775,0.0554948275862069,0.02486387780510279,0,0,0,0.008128295254833016,0,0.32737713403757013,0
2019-12-14 00:00:00,0.040884825951256115,0.03797394990786497,0.03199187080775437,0.05228620689655174,0.029231887725908824,1,0,0,-0.02568724650743573,0,0.27443846066824135,0
2019-12-15 00:00:00,0.03777394982347826,0.0388586507204601,0.030886556381971103,0.05248103448275862,0.030530947978541865,0,0,0,0.007256001230304589,0,0.2997336555780575,0
2019-12-16 00:00:00,0.038659116879572936,0.035004491689096695,0.030402034989846935,0.05,0.1149790412524688,1,0,0,-0.032642277596511914,0,0.23818114017214115,0
2019-12-17 00:00:00,0.03480633772790068,0.030580987626121006,0.026633535273325598,0.04517241379310345,0.10845351006104931,1,0,0,-0.03892247003944743,0,0.18004709617824505,1
2019-12-18 00:00:00,0.030376547391400763,0.04181617655832631,0.03521696632408089,0.04270689655172415,0.11784866986812054,1,0,0,0.08996478392618266,0,0.43084335666083057,0
2019-12-19 00:00:00,0.041618201354186216,0.03935469684081691,0.034121746093966884,0.05309827586206897,0.0465375643138724,1,0,0,-0.02010638001615189,0,0.3935520390374571,0
2019-12-20 00:00:00,0.03915491615301964,0.03988527710840907,0.03129368894063099,0.05373793103448277,0.04887176603322888,0,0,0,0.004315295645351507,0,0.4034570154191211,0
2019-12-21 00:00:00,0.03968754796786793,0.03909218446097172,0.030723366885318182,0.05407758620689655,0.019553459705432832,0,0,0,-0.0064922287006028605,0,0.39057552074176954,0
2019-12-22 00:00:00,0.03889277369399485,0.04537713994466783,0.036212926963447245,0.05447586206896553,0.031027891654123757,1,0,0,0.04893100290639815,0,0.5039263885828082,2
2019-12-23 00:00:00,0.04519468558661505,0.042177557237074226,0.039135196609696166,0.05659310344827587,0.060689265984258035,1,0,0,-0.02554645180608116,0,0.4490350021479605,0
2019-12-24 00:00:00,0.041979772483072664,0.04097579601765308,0.03459112619258717,0.054863793103448286,0.03645837330221729,0,0,0,-0.009688191400184145,0,0.4291645778747702,0
2019-12-25 00:00:00,0.040777377927105896,0.040007568538743585,0.032054118347714766,0.05367586206896552,0.028807970583046166,0,0,0,-0.00786692705087177,0,0.4128733755634039,0
2019-12-26 00:00:00,0.03980784483140894,0.040217237517451085,0.034927599381562285,0.05485862068965518,0.04040756509262387,0,0,0,0.001700680272108743,0,0.4171502565602447,0
2019-12-27 00:00:00,0.04000477546774002,0.04114796322781129,0.032151695572517555,0.053677586206896555,0.034247763088298536,0,0,0,0.007492795389049041,0,0.4369142759589761,0
2019-12-28 00:00:00,0.040949635870584825,0.041955955877464646,0.033665824922905596,0.056537931034482763,0.023402796120267515,0,0,0,0.0064626963350784845,0,0.454431006391984,0
2019-12-29 00:00:00,0.04175805433800078,0.04330601954523991,0.03638452828982455,0.05709655172413794,0.02137556857058447,0,0,0,0.010683068954354258,0,0.48382970925680296,0
2019-12-30 00:00:00,0.04271348899084135,0.04265024998337988,0.03367289085987407,0.05819051724137933,3.1719365888282015e-06,0,0,0,-0.005216179240230376,0,0.46852879550126375,0
2019-12-31 00:00:00,0.03974331860897448,0.039664768281686,0.03074523764260155,0.055172241379310344,2.220944790825009e-06,0,0,0,-0.024325033784769193,0,0.4023501344031421,0
2020-01-01 00:00:00,0.039605682806610615,0.039881426226350436,0.03190102304673109,0.05492068965517241,0.01774713472898651,0,0,0,0.0017621695065648145,0,0.40790422906375084,0
2020-01-02 00:00:00,0.03967724634591442,0.03607499671859524,0.03090338004141986,0.05108620689655173,0.0415545793307514,1,0,0,-0.03194837897387475,0,0.330599174341266,1
2020-01-03 00:00:00,0.03587399587263146,0.042583258187744055,0.03458944382664228,0.05016034482758622,0.05725604364225344,1,0,0,0.051796179726503175,0,0.4814951164463757,0
2020-01-04 00:00:00,0.04238398171678068,0.042559934834540486,0.034204182025265775,0.05685000000000001,0.03655341964043275,0,0,0,-0.00018565401549795675,0,0.4809959596172701,0
2020-01-05 00:00:00,0.04237033752323777,0.04247075288209615,0.03568298169081144,0.05716896551724138,0.03813804438362445,0,0,0,-0.0007103931157156443,0,0.4789481024295898,0
2020-01-06 00:00:00,0.04226118397489467,0.04917504632320727,0.04031117040516419,0.057896551724137935,0.07319127930104843,1,0,0,0.0506967091609842,0,0.6060586876868201,0
2020-01-07 00:00:00,0.04900823768185153,0.0559287739137698,0.04746627276872009,0.0645155172413793,0.10587986342358686,1,0,0,0.04858905335965964,0,0.6978736196859954,0
2020-01-08 00:00:00,0.05580986816297989,0.05392924779975419,0.051364314662996874,0.06685517241379313,0.10074547334651489,0,0,0,-0.014595361337845931,0,0.650304502867469,0
2020-01-09 00:00:00,0.05373765626865418,0.0501901759906859,0.04454736785436095,0.06475862068965518,0.04002886130485667,1,0,0,-0.028058829104810168,0,0.5682239864409644,0
2020-01-10 00:00:00,0.04999573618951786,0.05644698017008756,0.04705577547817047,0.06337586206896553,0.06733546866664146,1,0,0,0.0448467877940009,0,0.6514291042164388,0
