Date,Open,Close,High,Low,Volume,Significant_drop
2020-01-03 06:00:00,7252.4,7234.2,7252.6,7228.00471264,128.77439037,0
2020-01-03 07:00:00,7234.2,7236.6,7260.80746312,7226.1,227.93941627,0
2020-01-03 08:00:00,7235.8,7293.4,7324.6,7235.7,273.17515046,0
2020-01-03 09:00:00,7293.3,7383.1,7385.9,7293.2,315.61810482,0
2020-01-03 10:00:00,7383.1,7344.9,7404.1705062,7311.5,329.0634776,0
2020-01-03 11:00:00,7344.9,7369.5,7377.2,7344.9,138.90154427,0
2020-01-03 12:00:00,7372.7,7353.025098,7381.7,7338.9,135.49160127,0
2020-01-03 13:00:00,7356.1,7383.3,7407.57243269,7342.4,173.30622551,0
2020-01-03 14:00:00,7383.331744,7285.8,7394.6,7272.4,317.86110127,0
2020-01-03 15:00:00,7285.8,7346.0,7350.0,7285.7,72.13915081,0
2020-01-03 16:00:00,7346.0,7426.0,7444.9,7327.8,408.986733,0
2020-01-03 17:00:00,7426.03188175,7389.0,7438.3,7370.6,74.59836052,0
2020-01-03 18:00:00,7389.0,7372.5,7397.1,7369.0,64.14753177,0
2020-01-03 19:00:00,7372.5,7370.6,7380.4,7325.0,91.17050462,0
2020-01-03 20:00:00,7370.5,7353.20839954,7390.0,7338.0,53.26632821,0
2020-01-03 21:00:00,7353.2,7304.1,7360.7,7301.0,95.74894028,0
2020-01-03 22:00:00,7304.1,7334.8,7348.2,7299.1,98.26606565,0
2020-01-03 23:00:00,7334.8,7371.2,7372.0,7330.9,89.58199097,0
2020-01-04 00:00:00,7371.1,7339.6803207,7378.6,7329.1,51.38949161,0
2020-01-04 01:00:00,7339.6,7335.69319427,7339.7,7329.1,28.47388046,0
2020-01-04 02:00:00,7335.7,7353.2,7355.8,7325.1,100.86483178,0
2020-01-04 03:00:00,7353.10199387,7362.810764,7362.9,7346.96427233,59.98893208,0
2020-01-04 04:00:00,7362.8,7358.57015639,7362.81075339,7348.5,64.45483002,0
2020-01-04 05:00:00,7358.6,7377.0,7394.3,7358.5,102.22591138,0
2020-01-04 06:00:00,7377.0582795,7384.57177675,7389.59354892,7377.0,96.09226617,0
2020-01-04 07:00:00,7384.57177675,7370.9,7384.57177675,7361.8,49.30016149,0
2020-01-04 08:00:00,7370.9,7376.9,7388.9,7365.6,36.38358276,0
2020-01-04 09:00:00,7376.9657598,7389.0,7389.0,7370.6,22.11133863,0
2020-01-04 10:00:00,7388.9933208,7347.2,7395.7,7347.2,83.95476189,0
2020-01-04 11:00:00,7347.2,7361.69480402,7362.0,7334.0,48.10420322,0
2020-01-04 12:00:00,7361.69480402,7341.17014095,7362.0,7341.1,38.43237373,0
2020-01-04 13:00:00,7341.17014095,7330.8,7353.0,7326.8,60.41992307,0
2020-01-04 14:00:00,7330.8,7345.0,7345.0,7325.98442418,343.08450338,0
2020-01-04 15:00:00,7344.95556347,7348.6,7349.6,7330.0,173.17209361,0
2020-01-04 16:00:00,7348.7,7336.6,7349.97734623,7326.0,324.63461433,0
2020-01-04 17:00:00,7339.0,7366.0,7371.2,7333.9,1088.49871624,0
2020-01-04 18:00:00,7366.0,7322.85976594,7422.0,7297.3,766.65292715,0
2020-01-04 19:00:00,7322.6,7354.1,7368.7,7311.1,118.56643485000001,0
2020-01-04 20:00:00,7352.7,7363.3,7364.7,7333.7,62.20004642,0
2020-01-04 21:00:00,7362.6,7370.35526105,7383.2,7356.9,229.64952395,0
2020-01-04 22:00:00,7370.5819005,7363.0,7373.0,7359.1,288.10601005,0
2020-01-04 23:00:00,7363.3,7369.83176114,7374.3,7351.9854408,28.95149637,0
2020-01-05 00:00:00,7370.3,7391.2,7408.6,7369.9,158.8699563,0
2020-01-05 01:00:00,7391.2,7483.0,7499.0,7391.2,623.8329741,0
2020-01-05 02:00:00,7483.0,7468.2827037,7502.9,7455.5,171.32903202,0
2020-01-05 03:00:00,7468.2,7492.9,7495.8,7468.2,23.36468168,0
2020-01-05 04:00:00,7493.0,7478.4,7509.9,7470.8,68.90196225,0
2020-01-05 05:00:00,7478.4598707,7485.768927,7488.4,7474.0,58.70062136,0
2020-01-05 06:00:00,7485.7,7485.7,7500.0,7475.8,63.44013033,0
2020-01-05 07:00:00,7485.7,7485.6764073,7489.9,7474.6,64.87635902,0
2020-01-05 08:00:00,7485.78837396,7450.63596881,7490.2,7437.8,86.83694147,0
2020-01-05 09:00:00,7450.63596881,7447.06493082,7456.8,7430.0,68.2802841,0
2020-01-05 10:00:00,7447.9,7437.3811239,7450.1,7430.0,31.55035024,0
2020-01-05 11:00:00,7434.883092,7451.0,7458.3,7434.3,29.2596508,0
2020-01-05 12:00:00,7451.08234855,7470.0,7470.0,7450.0,117.94499713,0
2020-01-05 13:00:00,7469.95143824,7445.94898145,7475.0,7430.6,598.1026167,0
2020-01-05 14:00:00,7446.0,7448.0,7454.0,7440.8,44.150680539999996,0
2020-01-05 15:00:00,7447.8,7477.7,7480.0,7447.8,104.35455699,0
2020-01-05 16:00:00,7478.19991824,7475.4,7490.9,7467.26361442,110.35336657,0
2020-01-05 17:00:00,7475.3,7480.3,7484.0,7465.2,50.30981661,0
2020-01-05 18:00:00,7481.65936129,7449.1391772,7481.7,7440.0,86.66646333,0
2020-01-05 19:00:00,7449.1391772,7447.0,7449.1391772,7439.7,792.21260219,0
2020-01-05 20:00:00,7446.9,7436.3,7447.0,7420.1,419.4782944,0
2020-01-05 21:00:00,7436.3,7384.0,7436.3,7353.3,329.79094869,0
2020-01-05 22:00:00,7384.0,7357.3,7386.3,7315.8,228.50127493,0
2020-01-05 23:00:00,7356.2,7364.6,7365.6,7336.4,119.52691308,0
2020-01-06 00:00:00,7363.9,7389.1,7389.8,7358.0,369.88609362,0
2020-01-06 01:00:00,7389.4,7432.5,7435.0,7383.0,105.91145163,0
2020-01-06 02:00:00,7432.5,7558.64388745,7568.136006,7431.1,910.38643163,0
2020-01-06 03:00:00,7558.7,7545.0,7584.3,7503.5,465.80129365,0
2020-01-06 04:00:00,7545.05859923,7542.7,7560.9,7536.9,108.67238908,0
2020-01-06 05:00:00,7543.1,7532.0,7548.8,7510.0,91.94132025,0
2020-01-06 06:00:00,7532.0,7526.7,7534.0,7525.9,83.55142356,0
2020-01-06 07:00:00,7529.5,7523.3,7542.8,7523.3,144.44237835,0
2020-01-06 08:00:00,7523.36152896,7559.38078465,7560.9,7523.0,257.96141237,0
2020-01-06 09:00:00,7559.38078465,7549.8,7559.38078465,7529.7,140.62916675,0
2020-01-06 10:00:00,7549.9,7570.5,7572.2,7547.1,196.62648776,0
2020-01-06 11:00:00,7570.4,7552.65737436,7576.0,7547.0,121.24789627,0
2020-01-06 12:00:00,7552.65737436,7562.3,7566.0,7543.0,230.69725875,0
2020-01-06 13:00:00,7562.9751591,7534.82798202,7632.0,7504.4,1010.73159824,0
2020-01-06 14:00:00,7534.9,7558.0615104,7565.7,7516.46209778,107.42036642,0
2020-01-06 15:00:00,7558.1,7538.0,7560.0,7535.4,67.5824444,0
2020-01-06 16:00:00,7538.0,7542.0,7559.8,7523.5,160.02426385,0
2020-01-06 17:00:00,7541.95899987,7562.5,7562.5,7541.9,51.03415596,0
2020-01-06 18:00:00,7562.5,7542.44425246,7562.5,7538.1,153.17081078,0
2020-01-06 19:00:00,7542.57586258,7551.1,7553.9,7500.55400484,373.88493705,0
2020-01-06 20:00:00,7551.0,7558.9,7559.0,7545.3,52.0612416,0
2020-01-06 21:00:00,7559.0,7585.3,7604.2,7558.9,395.80192174,0
2020-01-06 22:00:00,7585.1,7714.9,7776.9,7585.1,1948.90718251,0
2020-01-06 23:00:00,7715.0,7757.9,7785.0,7708.4,992.9057689,0
2020-01-07 00:00:00,7759.5,7876.7,7938.0,7758.8,3883.83957707,0
2020-01-07 01:00:00,7876.7,7896.6,7901.0,7855.9,237.44177717,0
2020-01-07 02:00:00,7895.3,7893.4,7927.5,7888.8,333.50256471,0
2020-01-07 03:00:00,7893.4,7894.8,7910.0,7880.8,111.51525941,0
2020-01-07 04:00:00,7894.8,7834.9,7896.5,7808.0,298.33389105,0
2020-01-07 05:00:00,7834.9,7878.1,7884.2,7834.9,242.22854954,0
2020-01-07 06:00:00,7878.1,7870.7,7878.7,7859.95750924,54.97701467,0
2020-01-07 07:00:00,7870.7,7877.9,7888.7,7857.2,104.58640287,0
2020-01-07 08:00:00,7877.9,7879.4,7893.9,7869.7,147.16301739,0
2020-01-07 09:00:00,7879.4,7860.0,7880.0,7860.0,111.9265387,0
2020-01-07 10:00:00,7860.0,7880.0,7882.1,7860.0,224.71785239,0
2020-01-07 11:00:00,7879.9710496,7903.9,7952.0,7879.9710496,631.14456617,0
2020-01-07 12:00:00,7903.9,7875.1,7912.242034,7855.8,141.60152056,0
2020-01-07 13:00:00,7875.0,7859.1,7875.1,7823.7,163.39649011,0
2020-01-07 14:00:00,7858.811133,7858.5,7884.1,7844.4,174.57024879,0
2020-01-07 15:00:00,7858.5562176,7770.3,7858.5562176,7760.0,377.79817907,0
2020-01-07 16:00:00,7770.6,7927.0,7953.0,7741.9,843.58087004,0
2020-01-07 17:00:00,7927.0175587,7941.8,7951.28130126,7892.07494553,316.49749674,0
2020-01-07 18:00:00,7941.8,8041.9,8120.0,7930.6,1825.13341022,0
2020-01-07 19:00:00,8041.549593,8073.0,8098.0,8039.6,246.15784182,0
2020-01-07 20:00:00,8073.2,8159.0,8167.9,8051.1,486.17559987,0
2020-01-07 21:00:00,8159.0,8020.0,8185.0,7992.2,747.6449696,0
2020-01-07 22:00:00,8020.0,8036.5,8054.4,7955.82266625,193.03938778,0
2020-01-07 23:00:00,8037.3,8154.1,8210.3,8023.3,459.00074898,0
2020-01-08 00:00:00,8158.3,8425.4,8442.0,8148.8,1831.66278203,0
2020-01-08 01:00:00,8425.6,8357.9,8441.5,8332.4,538.12218945,0
2020-01-08 02:00:00,8357.8,8285.7,8395.8,8270.7,451.84457919,0
2020-01-08 03:00:00,8283.3,8303.54203043,8333.69600482,8252.1,240.87544938,0
2020-01-08 04:00:00,8303.5,8336.9,8344.0,8283.0,143.65266274,0
2020-01-08 05:00:00,8336.9,8335.72096468,8369.0,8302.4,153.22075143,0
2020-01-08 06:00:00,8335.72096468,8334.4,8356.5,8313.6,99.85990846,0
2020-01-08 07:00:00,8334.5,8305.0,8345.4,8286.5,183.57236316,0
2020-01-08 08:00:00,8305.0,8312.97259716,8319.0,8270.5,201.1278978,0
2020-01-08 09:00:00,8312.97259716,8299.92758938,8314.9,8278.4,176.01800865,0
2020-01-08 10:00:00,8300.0,8332.7,8355.3,8292.73744684,232.95445201,0
2020-01-08 11:00:00,8331.2,8335.1,8362.0,8331.2,111.99474353,0
2020-01-08 12:00:00,8335.0,8278.51099835,8341.8,8273.2,173.26800218,0
2020-01-08 13:00:00,8278.2,8377.20613773,8407.0,8220.0,579.56395838,0
2020-01-08 14:00:00,8377.20613773,8297.3,8377.3,8207.3,525.98660588,0
2020-01-08 15:00:00,8297.3,8295.62414913,8346.2,8229.2,252.19670584,0
2020-01-08 16:00:00,8294.57667224,8112.2,8329.33145292,8050.0,1103.80385216,0
2020-01-08 17:00:00,8110.3,8088.0,8117.910108,8017.1,558.14950779,0
2020-01-08 18:00:00,8086.8,8048.0,8087.9,8038.8,121.50568745,0
2020-01-08 19:00:00,8048.1,7976.0,8060.0,7976.0,846.42064639,0
2020-01-08 20:00:00,7976.0,8051.3,8057.4,7877.6,1277.17641572,0
2020-01-08 21:00:00,8051.3,8007.3,8051.3,7958.8,1187.01376919,0
2020-01-08 22:00:00,8007.3,8067.24969615,8075.5,7983.0,379.82108269,0
2020-01-08 23:00:00,8067.3,8036.8,8101.0,8018.7,386.98843461,0
2020-01-09 00:00:00,8036.8,7957.3,8036.8,7925.0,367.17957077,0
2020-01-09 01:00:00,7957.0,7995.1,8028.2,7951.0,178.88553712,0
2020-01-09 02:00:00,7995.1,7983.0,8008.6,7983.0,33.76117255,0
2020-01-09 03:00:00,7983.0,7954.4,7985.8,7946.9,82.84895236,0
2020-01-09 04:00:00,7952.9,7970.3,7973.0,7934.1,57.34573545,0
2020-01-09 05:00:00,7969.6,7943.0,7969.6,7938.8,46.54034738,0
2020-01-09 06:00:00,7942.3,7913.1,7949.5,7910.0,161.33128322,0
2020-01-09 07:00:00,7913.2,7946.0,7971.3,7912.4,102.93541673,0
2020-01-09 08:00:00,7945.7,7938.5,7950.4,7923.4,77.46152186,0
2020-01-09 09:00:00,7937.1,7883.6,7937.15425604,7851.08390976,527.86927078,0
2020-01-09 10:00:00,7883.5,7891.25776899,7934.5,7860.3,101.51154711,0
2020-01-09 11:00:00,7891.3,7873.4,7896.4,7851.4,147.08328973,0
2020-01-09 12:00:00,7873.389251,7895.5,7917.3,7873.30469123,94.46876626,0
2020-01-09 13:00:00,7895.5,7896.2,7947.4,7891.4,227.80543381,0
2020-01-09 14:00:00,7896.2,7886.7,7917.33792567,7876.7,108.90427488,0
2020-01-09 15:00:00,7886.6,7900.6,7917.2,7883.0,47.48954414,0
2020-01-09 16:00:00,7903.4,7824.6,7909.9,7801.0,334.44248013,0
2020-01-09 17:00:00,7824.6,7790.9,7848.6,7778.7,308.34956118,0
2020-01-09 18:00:00,7790.84485187,7811.4,7832.6,7790.0,135.12350706,0
2020-01-09 19:00:00,7811.4,7912.9,7940.0,7811.3,288.5573759,0
2020-01-09 20:00:00,7914.2,7820.0,8000.0,7809.6,654.62722819,0
2020-01-09 21:00:00,7818.6,7791.1,7843.1,7756.0,412.57714416,0
2020-01-09 22:00:00,7791.0,7809.622637,7857.4,7791.0,82.71611976,0
2020-01-09 23:00:00,7809.60546973,7817.4514653,7825.0,7793.0,91.47504511,0
2020-01-10 00:00:00,7817.4,7822.5,7848.9,7806.8,80.41679245,0
2020-01-10 01:00:00,7822.5,7797.9,7831.88667699,7791.1,47.87196922,0
2020-01-10 02:00:00,7798.3,7804.6,7813.6,7796.3,26.64759559,0
2020-01-10 03:00:00,7804.1,7809.2,7809.4,7772.4,117.54163005000001,0
2020-01-10 04:00:00,7809.2,7784.0,7809.2,7770.0,71.15392539,0
2020-01-10 05:00:00,7784.0,7742.2,7785.0,7737.0,199.05101414,0
2020-01-10 06:00:00,7739.3,7746.0,7774.92665958,7721.0,185.83503334,0
2020-01-10 07:00:00,7743.7,7744.5,7745.1,7723.5,72.90203115,0
2020-01-10 08:00:00,7745.0,7702.0,7745.0,7687.3,371.38130971,0
2020-01-10 09:00:00,7701.9842442,7730.1,7750.0,7693.9,258.15843973,0
2020-01-10 10:00:00,7730.18798687,7772.5,7784.5,7675.8,310.77024776,0
2020-01-10 11:00:00,7772.45294149,7831.4,7846.2,7772.45294149,344.09012349,0
2020-01-10 12:00:00,7831.6,7895.8,7896.0,7809.73174155,220.51105814,0
2020-01-10 13:00:00,7895.8,7861.8,7932.0,7852.6,301.3876737,0
2020-01-10 14:00:00,7861.8,7964.3,7965.0,7845.9,553.75774153,0
2020-01-10 15:00:00,7964.3,8050.5,8072.6,7938.2,953.47545851,0
2020-01-10 16:00:00,8055.1,7942.1,8135.1,7924.1,833.63921204,0
2020-01-10 17:00:00,7942.0,7961.2,7962.5,7911.0,213.50696342,0
2020-01-10 18:00:00,7961.7,8010.0,8097.2,7961.7,669.35574518,0
2020-01-10 19:00:00,8012.1,8050.5,8100.0,7957.5,744.04448656,0
2020-01-10 20:00:00,8050.18576203,8055.5,8080.0,8035.2303831,243.42288248,0
2020-01-10 21:00:00,8055.4423008,8039.0,8117.53456937,8011.1,407.97412265,0
2020-01-10 22:00:00,8039.4,8078.2,8083.6,7975.0,220.95803088,0
2020-01-10 23:00:00,8078.26041,8184.5,8185.9,8055.7,410.06451591,0
2020-01-11 00:00:00,8180.3,8155.6,8189.0,8119.5,259.13118219,0
2020-01-11 01:00:00,8155.6,8196.65936703,8243.0,8151.2,327.51973096,0
2020-01-11 02:00:00,8196.6593412,8197.3901988,8199.1,8160.0,176.20254242000001,0
2020-01-11 03:00:00,8198.3,8149.0,8198.8,8131.0,59.99271161,0
2020-01-11 04:00:00,8149.0,8113.7,8164.7,8087.5,145.41234316999999,0
2020-01-11 05:00:00,8113.70282015,8074.9715508,8113.70282015,8038.1,185.26685789,0
2020-01-11 06:00:00,8074.9715508,8110.2,8114.0,8062.0,50.10982309,0
2020-01-11 07:00:00,8108.5,8065.4,8134.4,8065.3,96.93151038,0
2020-01-11 08:00:00,8065.3,8058.7,8077.2,8037.0,101.31534588,0
2020-01-11 09:00:00,8058.7,8106.03140941,8111.6,8056.2,100.44682848,0
2020-01-11 10:00:00,8106.03140941,8042.6,8106.03140941,8040.7,95.24161864999999,0
2020-01-11 11:00:00,8042.7,8031.6,8051.3,7991.8,390.92082018,0
2020-01-11 12:00:00,8031.6,8038.1,8041.7,8015.0,90.63892822,0
2020-01-11 13:00:00,8038.0,8076.7,8076.7,8035.6,166.79673903,0
2020-01-11 14:00:00,8075.1,8044.5,8096.8,8044.5,101.46357211,0
2020-01-11 15:00:00,8044.5,8087.6,8090.6,8044.4,76.14996493,0
2020-01-11 16:00:00,8090.3,8148.5,8150.0,8068.0,288.16205771,0
2020-01-11 17:00:00,8149.8,8146.5,8196.2,8136.05539537,234.44286748,0
2020-01-11 18:00:00,8146.6,8150.0,8176.1,8130.2,110.66488408,0
2020-01-11 19:00:00,8149.5,8142.4,8156.6,8128.1,46.81345675,0
2020-01-11 20:00:00,8141.5,8144.5,8172.2,8136.4,110.19185828,0
2020-01-11 21:00:00,8144.4,8091.0,8282.4,8042.6,620.24109899,0
2020-01-11 22:00:00,8091.4,8064.8,8091.4,8020.0,259.57318611,0
2020-01-11 23:00:00,8064.8,8013.7,8065.8,8000.0,160.88769629,0
2020-01-12 00:00:00,8013.63408437,8060.2,8069.89142631,7951.7,286.98337461,0
2020-01-12 01:00:00,8060.0,8050.99855638,8070.5,8034.5,123.71802339,0
2020-01-12 02:00:00,8051.0,8080.7,8094.3,8048.1,67.4825349,0
2020-01-12 03:00:00,8079.89942163,8078.0,8090.6,8059.3,27.431621110000002,0
2020-01-12 04:00:00,8078.0,8064.3,8086.3,8062.9,54.01374634,0
2020-01-12 05:00:00,8064.22022896,8082.7,8082.7,8064.2,45.81334757,0
2020-01-12 06:00:00,8082.7,8075.7,8136.8,8075.7,182.3158296,0
2020-01-12 07:00:00,8075.7,8081.233821,8088.9,8074.9,66.63028299,0
2020-01-12 08:00:00,8081.2,8117.4,8121.4,8079.4,146.28907607,0
2020-01-12 09:00:00,8117.8,8118.8,8142.9,8106.5,96.66836271,0
2020-01-12 10:00:00,8118.8,8109.7,8118.8,8086.1,76.73381026,0
2020-01-12 11:00:00,8109.70100769,8098.5,8112.7,8097.5,63.87551356,0
2020-01-12 12:00:00,8098.6,8125.4,8132.1,8098.58101289,136.22022495,0
2020-01-12 13:00:00,8125.4,8151.2,8151.2,8113.3,147.24115889,0
2020-01-12 14:00:00,8150.3,8117.1,8170.52737925,8108.3,283.98262903,0
2020-01-12 15:00:00,8117.168556,8137.9,8150.4,8117.168556,126.70789622,0
2020-01-12 16:00:00,8137.9,8086.5,8155.1,8086.5,201.04991867,0
2020-01-12 17:00:00,8086.57141851,8082.87593808,8171.5,8057.0,396.46424822,0
2020-01-12 18:00:00,8082.8,8103.5,8111.8,8069.0,75.22942088,0
2020-01-12 19:00:00,8103.51078618,8110.7,8137.61215905,8103.2,241.70568241,0
2020-01-12 20:00:00,8110.7,8124.4,8130.6,8110.7,56.38787102,0
2020-01-12 21:00:00,8124.4,8099.2,8132.0,8099.2,76.62009557,0
2020-01-12 22:00:00,8099.2,8148.1,8159.6,8099.2,128.55304068,0
2020-01-12 23:00:00,8148.6,8174.7,8174.7,8139.1,99.2999681,0
2020-01-13 00:00:00,8174.6670523,8140.93758352,8199.7,8135.7878412,258.6806862,0
2020-01-13 01:00:00,8141.0,8146.6159607,8155.10252499,8134.3,76.60460931,0
2020-01-13 02:00:00,8146.96504596,8117.7,8147.0,8117.7,64.17677117,0
2020-01-13 03:00:00,8117.7,8100.3,8117.7,8091.0,135.60297314,0
2020-01-13 04:00:00,8100.1,8112.8,8113.9,8091.0,27.55032836,0
2020-01-13 05:00:00,8112.8689383,8083.9791942,8112.9,8071.9,72.75900449,0
2020-01-13 06:00:00,8083.9791942,8055.1,8102.5,8054.43959882,81.74504883,0
2020-01-13 07:00:00,8055.0,8067.3,8075.5,8054.4,42.21371079,0
2020-01-13 08:00:00,8067.2,8114.9531544,8115.0,8058.6,80.75044171,0
2020-01-13 09:00:00,8114.9531544,8098.99626055,8119.9,8080.9,132.69793393,0
2020-01-13 10:00:00,8099.0,8108.0,8108.0,8097.0,174.0898855,0
2020-01-13 11:00:00,8108.0,8070.5135133,8109.9,8070.5135133,79.60886405,0
2020-01-13 12:00:00,8070.5135133,8081.1,8088.17148447,8053.6,184.33939634,0
2020-01-13 13:00:00,8081.3594784,8079.6,8097.8,8074.2,77.25694526,0
2020-01-13 14:00:00,8079.5,8079.02439,8082.8,8062.0,101.39783684,0
2020-01-13 15:00:00,8079.1,8066.8,8081.1,8063.9,80.67643976,0
2020-01-13 16:00:00,8066.8,8087.8,8092.7,8061.0,234.22260267,0
2020-01-13 17:00:00,8087.8,8084.5,8117.8,8080.4,107.34709524,0
2020-01-13 18:00:00,8084.5,8097.0,8097.5,8082.9,40.87689973,0
2020-01-13 19:00:00,8097.0,8105.0,8117.0,8096.9,127.37379917,0
2020-01-13 20:00:00,8105.0,8145.2,8159.9,8103.6,241.36384363,0
2020-01-13 21:00:00,8145.12447745,8130.0,8149.3,8114.0,80.73228191,0
2020-01-13 22:00:00,8129.91657706,8110.3,8130.0,8102.3,54.3318046,0
2020-01-13 23:00:00,8111.2,8095.8,8130.0,8093.877445,36.84034352,0
2020-01-14 00:00:00,8095.8,8260.6,8297.7,8095.8,800.32505391,0
2020-01-14 01:00:00,8260.6,8413.2,8467.9838016,8260.6,1408.26874968,0
2020-01-14 02:00:00,8413.13552394,8415.0,8415.0,8355.6,322.28776026,0
2020-01-14 03:00:00,8415.1,8460.0,8468.4,8359.8,275.00198901,0
2020-01-14 04:00:00,8460.0,8520.0,8606.1,8454.6,1926.79995401,0
2020-01-14 05:00:00,8519.91860944,8468.0,8525.0,8450.1,378.28380984,0
2020-01-14 06:00:00,8467.7,8489.5918648,8499.2,8458.5,147.97456813,0
2020-01-14 07:00:00,8489.5918648,8497.3,8526.5,8489.5918648,155.40786705,0
2020-01-14 08:00:00,8497.2,8499.3,8519.9,8492.0,171.41626691,0
2020-01-14 09:00:00,8499.31516025,8487.9,8539.0,8472.1,412.66028293,0
