Date,Open,Close,High,Low,Volume,Significant
2019-12-31 17:00:00,7223.3,7220.4,7223.3,7215.0,19.45331713,0
2019-12-31 17:15:00,7217.5,7211.0,7219.9,7210.90800225,9.112529499999999,0
2019-12-31 17:30:00,7211.0,7183.0,7211.0,7178.0,130.63379781,0
2019-12-31 17:45:00,7181.0,7174.0,7182.5,7171.0,48.13763936,0
2019-12-31 18:00:00,7173.8,7161.3,7176.1900878,7161.3,70.70987634,0
2019-12-31 18:15:00,7161.4,7174.8,7176.92688735,7161.3,26.35913455,0
2019-12-31 18:30:00,7174.8,7179.6,7181.6,7167.2,22.68184066,0
2019-12-31 18:45:00,7179.6,7173.9,7181.42121634,7169.9,12.80014569,0
2019-12-31 19:00:00,7174.0,7168.8,7174.0,7166.8,6.96115946,0
2019-12-31 19:15:00,7168.72187647,7189.5,7192.1,7168.72187647,146.16110336,0
2019-12-31 19:30:00,7189.3,7182.3,7189.3,7182.0,11.28804037,0
2019-12-31 19:45:00,7182.27768064,7184.79384782,7192.5,7182.2,7.19743714,0
2019-12-31 20:00:00,7182.4,7177.3,7184.6,7177.2,7.14927352,0
2019-12-31 20:15:00,7177.3,7183.4,7186.3,7177.2,8.36523079,0
2019-12-31 20:30:00,7183.2,7184.8,7193.6,7181.7,11.17929842,0
2019-12-31 20:45:00,7184.8,7180.6,7184.9,7177.1,12.59302742,0
2019-12-31 21:00:00,7180.7,7191.2,7191.3,7180.6,8.19977995,0
2019-12-31 21:15:00,7190.8,7195.8,7195.8,7182.2,22.59353885,0
2019-12-31 21:30:00,7195.7,7194.1,7195.8,7190.7,8.55177246,0
2019-12-31 21:45:00,7193.8,7197.4,7199.39439198,7193.8,51.42007115,0
2019-12-31 22:00:00,7197.3,7200.4,7200.5,7193.6,55.38391504,0
2019-12-31 22:15:00,7200.5,7201.2,7201.2,7200.4,9.64889758,0
2019-12-31 22:30:00,7201.2,7204.7,7212.6,7201.12536514,30.130709,0
2019-12-31 22:45:00,7206.8,7217.0,7227.3,7205.6,89.6953016,0
2019-12-31 23:00:00,7216.6,7209.1,7216.6,7209.0,1.86108032,0
2019-12-31 23:15:00,7209.01902,7205.4,7209.01902,7202.7,38.9393803,0
2019-12-31 23:30:00,7204.4,7204.7,7205.2,7199.0,109.58154725,0
2019-12-31 23:45:00,7205.5,7208.3,7216.6,7205.5,1.29314082,0
2020-01-01 00:00:00,7208.2,7195.3,7208.2,7192.1,5.57317071,0
2020-01-01 00:15:00,7196.1,7196.78310574,7198.4,7187.92153077,44.57151183,0
2020-01-01 00:30:00,7194.2,7200.0,7200.00449696,7194.2,25.87395115,0
2020-01-01 00:45:00,7197.0,7189.80885108,7201.9,7185.4,30.23578034,0
2020-01-01 01:00:00,7187.5,7206.0701484,7206.1,7187.4,2.28063589,0
2020-01-01 01:15:00,7205.2,7225.9949022,7226.1,7205.2,19.50552991,0
2020-01-01 01:30:00,7226.0,7228.5,7250.0,7225.9028771,35.7337376,0
2020-01-01 01:45:00,7228.4,7227.8,7228.4347125,7224.1,4.23454818,0
2020-01-01 02:00:00,7231.24716,7233.8,7238.1,7231.24716,7.0766791,0
2020-01-01 02:15:00,7233.80953246,7247.4603669,7248.3,7233.80953246,5.99032856,0
2020-01-01 02:30:00,7247.40183189,7249.6,7249.6,7247.4,10.91404411,0
2020-01-01 02:45:00,7249.5,7256.7,7256.7,7249.5,10.68250211,0
2020-01-01 03:00:00,7256.6,7238.7,7256.7,7236.3,14.42714933,0
2020-01-01 03:15:00,7238.6,7246.0,7246.1,7238.6,0.8841249800000001,0
2020-01-01 03:30:00,7246.1,7234.6,7251.4,7233.5,8.84563909,0
2020-01-01 03:45:00,7234.6,7237.3,7237.3,7233.1,8.226706029999999,0
2020-01-01 04:00:00,7237.2,7232.0,7237.3,7232.0,4.23460488,0
2020-01-01 04:15:00,7232.0,7232.0,7232.1,7232.0,2.17727797,0
2020-01-01 04:30:00,7232.1,7239.1,7241.3,7232.0,10.2378395,0
2020-01-01 04:45:00,7239.1,7226.1,7239.1,7226.1,35.77988646,0
2020-01-01 05:00:00,7225.71325,7234.2,7236.6,7225.7,7.41560446,0
2020-01-01 05:15:00,7234.2635735,7234.3,7234.3,7234.2,11.02113996,0
2020-01-01 05:30:00,7234.2,7234.0,7234.3,7234.0,4.2537359,0
2020-01-01 05:45:00,7234.0406259,7236.5,7236.6,7234.0,5.6813553,0
2020-01-01 06:00:00,7236.501201,7236.5,7236.5913081,7236.5,0.31364612999999997,0
2020-01-01 06:15:00,7236.6,7233.6,7242.0805872,7233.0,167.72776898,0
2020-01-01 06:30:00,7233.5,7234.2,7236.5,7231.8,88.87856742,0
2020-01-01 06:45:00,7234.4,7234.5,7234.5,7234.4,12.28795013,0
2020-01-01 07:00:00,7234.5,7235.4,7235.4,7234.4,2.27873796,0
2020-01-01 07:15:00,7235.4,7237.7,7237.7,7235.4,3.6210455599999998,0
2020-01-01 07:30:00,7237.7,7223.4,7237.7,7223.4,12.878185610000001,0
2020-01-01 07:45:00,7222.6,7219.6432693,7222.6,7215.2627328,6.16849399,0
2020-01-01 08:00:00,7219.7,7212.45813723,7219.7,7212.2,1.40508561,0
2020-01-01 08:15:00,7212.45813723,7205.1,7212.45813723,7205.1,18.00876185,0
2020-01-01 08:30:00,7205.1,7203.5,7206.3,7203.5,7.2624246900000005,0
2020-01-01 08:45:00,7203.5,7207.23837364,7207.23837364,7194.30589027,21.8835083,0
2020-01-01 09:00:00,7207.23837364,7209.6,7218.8616745,7207.23837364,6.60918036,0
2020-01-01 09:15:00,7209.27314944,7206.8,7211.5,7204.1,20.182741880000002,0
2020-01-01 09:30:00,7206.8,7210.4,7210.4,7206.8,2.70060156,0
2020-01-01 09:45:00,7209.8,7203.3,7212.1,7202.5,10.79165712,0
2020-01-01 10:00:00,7201.4,7208.9,7210.1,7201.2,38.01131114,0
2020-01-01 10:15:00,7209.0,7217.0,7217.0,7208.9,1.01004772,0
2020-01-01 10:30:00,7217.0,7215.5,7217.0,7215.4,2.44077219,0
2020-01-01 10:45:00,7215.5,7215.4,7215.5,7215.4,2.71431462,0
2020-01-01 11:00:00,7215.45046547,7215.48486155,7215.5,7215.4,1.85580279,0
2020-01-01 11:15:00,7215.5,7246.0,7246.6,7215.5,16.66531226,0
2020-01-01 11:30:00,7246.0785621,7238.3,7246.08991633,7238.3,9.00012983,0
2020-01-01 11:45:00,7238.318868,7208.1,7238.318868,7208.1,29.01039502,0
2020-01-01 12:00:00,7208.12286307,7223.6,7225.2231675,7208.1,10.74322613,0
2020-01-01 12:15:00,7223.0,7223.5,7223.8397056,7218.8,34.878709980000004,0
2020-01-01 12:30:00,7223.58883104,7230.04135002,7230.5493618,7222.9,33.4157442,0
2020-01-01 12:45:00,7230.07508185,7233.7,7234.94714793,7230.0,5.36951733,0
2020-01-01 13:00:00,7233.7,7230.09701101,7233.8,7230.09698391,14.1107786,0
2020-01-01 13:15:00,7230.1,7230.0,7230.1,7230.0,9.91187856,0
2020-01-01 13:30:00,7230.0583663,7239.0,7241.1,7230.0,20.65257962,0
2020-01-01 13:45:00,7239.0,7234.4,7239.1870348,7234.4,32.54147861,0
2020-01-01 14:00:00,7234.4,7227.0,7234.4,7226.6,15.78634343,0
2020-01-01 14:15:00,7226.9,7241.1,7243.5478115,7226.9,14.38554497,0
2020-01-01 14:30:00,7241.12247201,7243.55657547,7244.1960371,7241.12247201,7.63477215,0
2020-01-01 14:45:00,7243.55657547,7235.8,7243.594352,7235.8,14.31202724,0
2020-01-01 15:00:00,7235.88968888,7239.60441335,7239.6346922,7235.8,7.70248646,0
2020-01-01 15:15:00,7239.6,7239.63023143,7239.8,7239.6,4.69466488,0
2020-01-01 15:30:00,7239.63023143,7257.62505816,7285.1,7239.6,276.65192513,0
2020-01-01 15:45:00,7257.6,7249.90204744,7257.7,7249.8,12.07741065,0
2020-01-01 16:00:00,7249.90204744,7250.0818901,7250.09647433,7249.9,22.005208109999998,0
2020-01-01 16:15:00,7250.05241791,7239.27900319,7250.0818901,7239.2,22.22129205,0
2020-01-01 16:30:00,7239.2,7243.7743518,7243.7743518,7239.2,13.71188725,0
2020-01-01 16:45:00,7243.7743518,7250.9957747,7250.9957747,7243.7,9.58872772,0
2020-01-01 17:00:00,7250.9957747,7256.1425607,7260.3592171,7245.1,30.23714579,0
2020-01-01 17:15:00,7256.1425607,7260.1,7260.3068028,7256.1,4.51528281,0
2020-01-01 17:30:00,7260.1,7257.40692832,7260.1268004,7257.3,10.71722241,0
2020-01-01 17:45:00,7257.4510617,7261.9,7269.6,7256.1,69.7654222,0
2020-01-01 18:00:00,7261.8,7261.8,7261.8,7259.089376,5.6362462099999995,0
2020-01-01 18:15:00,7261.7,7263.8,7264.1,7261.7,8.92750838,0
2020-01-01 18:30:00,7263.8,7254.5,7263.8188237,7254.4,34.32301894,0
2020-01-01 18:45:00,7254.423165,7260.8,7260.8,7254.1472265,12.25585609,0
2020-01-01 19:00:00,7260.8,7249.6674093,7260.8,7249.2,11.34350865,0
2020-01-01 19:15:00,7249.7,7246.1065628,7255.1,7245.9,10.35344094,0
2020-01-01 19:30:00,7246.6,7254.1,7254.5,7246.6,18.18849599,0
2020-01-01 19:45:00,7253.33872766,7250.07318254,7253.4,7250.07318254,4.12194695,0
2020-01-01 20:00:00,7250.07318254,7247.5,7250.1,7247.0,21.08902911,0
2020-01-01 20:15:00,7247.5,7253.1,7253.1,7245.0,7.58125009,0
2020-01-01 20:30:00,7253.0,7252.9,7253.1,7252.9,2.07968903,0
2020-01-01 20:45:00,7252.9,7254.0,7254.9,7249.6,22.47251817,0
2020-01-01 21:00:00,7253.9,7255.4192984,7258.72963327,7253.1828108,62.01075829,0
2020-01-01 21:15:00,7255.4192984,7253.76893215,7257.8,7253.7,15.45676139,0
2020-01-01 21:30:00,7253.76893215,7250.3,7253.9,7250.3,28.14116573,0
2020-01-01 21:45:00,7250.3,7258.051466,7261.9,7250.3,29.19438196,0
2020-01-01 22:00:00,7258.6,7241.1609536,7259.0,7238.9,89.24146691,0
2020-01-01 22:15:00,7241.2,7239.0635016,7241.2,7239.0635016,13.866921660000001,0
2020-01-01 22:30:00,7239.0635016,7213.6,7239.1,7212.9,61.83679492,0
2020-01-01 22:45:00,7213.53696,7216.1,7223.1,7210.0,24.37707345,0
2020-01-01 23:00:00,7214.59484549,7200.06735525,7214.6,7200.0,26.39804872,0
2020-01-01 23:15:00,7200.0646288,7209.53326289,7209.6,7198.67038998,19.476863690000002,0
2020-01-01 23:30:00,7209.53326289,7209.30490619,7209.6,7201.45422295,10.31479485,0
2020-01-01 23:45:00,7209.3,7212.7,7213.2,7207.5,35.17330348,0
2020-01-02 00:00:00,7212.395985,7204.5,7212.4,7202.1,14.52224737,0
2020-01-02 00:15:00,7204.463121,7211.9509616,7212.2,7204.4,11.08315991,0
2020-01-02 00:30:00,7212.2,7218.7,7218.7,7211.1,5.89471147,0
2020-01-02 00:45:00,7219.0,7225.0,7225.8,7218.8,14.12909123,0
2020-01-02 01:00:00,7225.1,7219.2,7225.2,7219.0,22.934137319999998,0
2020-01-02 01:15:00,7219.2,7205.8,7219.2,7204.7090124,11.05650922,0
2020-01-02 01:30:00,7205.2809435,7203.1,7205.28181587,7203.0,12.46044283,0
2020-01-02 01:45:00,7203.2,7202.83606306,7203.2,7200.22455262,4.96058552,0
2020-01-02 02:00:00,7202.8159272,7180.1,7202.8159272,7175.1,49.48525478,0
2020-01-02 02:15:00,7180.0,7176.0,7180.1,7175.2,32.74989897,0
2020-01-02 02:30:00,7175.9239002,7179.0,7179.0,7175.2,11.32584926,0
2020-01-02 02:45:00,7178.9,7179.4,7180.0,7178.9,2.59894082,0
2020-01-02 03:00:00,7179.3,7164.4443015,7179.36915632,7132.9,282.99838224,0
2020-01-02 03:15:00,7164.4443015,7163.9041606,7164.5,7156.9,53.86500962,0
2020-01-02 03:30:00,7163.9041606,7152.3,7164.0,7142.80909417,21.00689859,0
2020-01-02 03:45:00,7152.2,7133.1,7152.3,7132.0,40.88661584,0
2020-01-02 04:00:00,7133.0,7156.5,7158.7,7131.0,56.46102297,0
2020-01-02 04:15:00,7157.2,7162.0,7164.0,7157.2,4.91717934,0
2020-01-02 04:30:00,7162.0,7154.9,7162.09517026,7147.5,8.51220488,0
2020-01-02 04:45:00,7154.9,7153.5,7155.0,7153.4,11.38800734,0
2020-01-02 05:00:00,7153.5,7146.0,7153.5,7144.5,10.637012030000001,0
2020-01-02 05:15:00,7146.0,7150.33908308,7158.48310758,7146.0,14.24428619,0
2020-01-02 05:30:00,7150.3,7153.7,7153.8,7150.2,3.76547707,0
2020-01-02 05:45:00,7153.8,7149.3,7153.8,7149.3,0.8021566800000001,0
2020-01-02 06:00:00,7149.4,7148.4,7149.4,7147.1,3.32398147,0
2020-01-02 06:15:00,7148.3,7153.7,7153.7,7148.10021376,8.2239488,0
2020-01-02 06:30:00,7153.6,7153.5,7153.6,7153.5,0.24317047,0
