Date,Open,Close,High,Low,Volume,Significant
2020-01-01,7208.2,7212.7,7285.1,7185.4,2071.05604595,0
2020-01-02,7212.395985,6989.4,7225.8,6963.0,4849.33844669,0
2020-01-03,6989.4,7371.2,7444.9,6909.3,6681.66874052,0
2020-01-04,7371.1,7369.83176114,7422.0,7297.3,4265.71285464,0
2020-01-05,7370.3,7364.6,7509.9,7315.8,4450.63547483,0
2020-01-06,7363.9,7757.9,7785.0,7358.0,8541.27969512,0
2020-01-07,7759.5,8154.1,8210.3,7741.9,12355.97377472,0
2020-01-08,8158.3,8036.8,8442.0,7877.6,11756.80045611,0
2020-01-09,8036.8,7817.4514653,8036.8,7756.0,4671.29012564,0
2020-01-10,7817.4,8184.5,8185.9,7675.8,7857.9180030200005,0
2020-01-11,8180.3,8013.7,8282.4,7991.8,4254.51762488,0
2020-01-12,8013.63408437,8174.7,8174.7,7951.7,3207.41767775,0
2020-01-13,8174.6670523,8095.8,8199.7,8053.6,2593.23954615,0
2020-01-14,8095.8,8772.6,8829.0,8095.8,16573.65972765,1
2020-01-15,8771.0,8807.7,8873.0,8560.1,8779.11954403,0
2020-01-16,8807.7,8720.6,8839.9,8579.8,5311.58250504,0
2020-01-17,8719.54720583,8875.4,9000.0,8674.2,9692.87415905,0
2020-01-18,8875.5,8891.6,8965.0,8791.12468089,3460.77284892,0
2020-01-19,8891.5,8698.7,9169.5,8450.0,12407.35672898,0
2020-01-20,8698.7,8638.2,8741.1,8519.6,4105.40575415,0
2020-01-21,8638.2,8734.1,8787.17417425,8500.0,3251.16389954,0
2020-01-22,8734.2,8663.9,8799.9,8580.5,2354.22930226,0
2020-01-23,8663.8,8403.56851721,8670.4,8296.0,5703.90855399,0
2020-01-24,8403.56851721,8447.12967307,8523.0,8246.0,3508.74666982,0
2020-01-25,8447.1,8353.7,8447.2,8280.0,2101.66598957,0
2020-01-26,8353.7,8621.5,8631.6,8301.0,3518.08289784,0
2020-01-27,8621.6,8912.0,9001.86207428,8585.0,6276.878829,0
2020-01-28,8912.0570368,9397.0,9414.0,8911.1,9119.89518062,0
2020-01-29,9393.67551447,9300.3,9442.3,9242.2,4603.22515537,0
2020-01-30,9305.2,9512.71161782,9550.0,9122.8,9020.7746299,0
2020-01-31,9497.68,9497.66,9508.46,9497.66,0.00202924,0
2020-02-01,9367.5,9408.0,9476.4,9318.0,2534.89130183,0
2020-02-02,9409.4,9352.2,9501.3,9165.0,6439.08974277,0
2020-02-03,9353.0,9309.3,9628.6,9247.0,6717.98950381,0
2020-02-04,9309.2,9197.4,9359.8,9112.5,4069.49633762,0
2020-02-05,9197.4,9612.0,9731.9,9180.2023255,10769.12701241,0
2020-02-06,9612.1,9744.90010004,9860.0,9547.0,8583.738804,0
2020-02-07,9745.0,9805.2,9860.0,9683.9,3703.84268634,0
2020-02-08,9805.2,9877.2,9920.8,9657.8,5525.97872617,0
2020-02-09,9877.3,10151.0,10165.0,9871.1,9637.91116045,0
2020-02-10,10151.93578445,9851.2,10187.0,9701.0,8521.96836298,0
2020-02-11,9851.7,10247.0,10316.0,9720.0,8425.2741537,0
2020-02-12,10247.0,10338.0,10460.0,10238.0,8707.36085065,0
2020-02-13,10338.0,10222.0,10491.0,10058.0,8976.65463806,0
2020-02-14,10222.82359378,10335.0,10373.0,10101.0,4127.43243172,0
2020-02-15,10335.0,9900.9,10373.0,9800.0,6397.60288513,0
2020-02-16,9901.0,9926.8,10037.0,9651.3,6931.63016385,0
2020-02-17,9925.3,9708.0,9969.2,9501.5,9300.64272414,0
2020-02-18,9712.0,10184.0,10275.0,9625.8,8248.34330105,0
2020-02-19,10184.0,9592.3,10310.0,9290.0,13936.96722914,0
2020-02-20,9590.8,9608.1,9699.9,9359.7,6497.36311172,0
2020-02-21,9609.2,9692.9,9760.3,9566.8,11101.12445238,0
2020-02-22,9692.9,9663.0,9719.0,9565.1,1844.44583851,0
2020-02-23,9663.0,9985.0,10001.0,9660.0,7322.16782784,0
2020-02-24,9985.0,9674.1,10022.0,9441.2,6591.77164856,0
2020-02-25,9674.0,9327.5,9691.9,9251.4,8488.33003873,0
2020-02-26,9327.4,8813.2,9385.9,8652.7,14585.8037278,0
2020-02-27,8807.1,8825.6,8975.0,8555.0,8392.7080767,0
2020-02-28,8825.66115173,8728.0,8908.3,8455.09929552,7079.49848295,0
2020-02-29,8704.88,8704.4,8708.09,8702.46,0.05675069,0
2020-03-01,8561.4,8556.7,8775.0,8460.0,5391.10657424,0
2020-03-02,8556.7,8938.4,8990.8,8524.62816151,5322.09121706,0
2020-03-03,8938.6,8791.1,8940.0,8686.2,5324.51374097,0
2020-03-04,8792.3,8788.6,8877.7,8718.4,4170.44984814,0
2020-03-05,8788.6,9090.8,9186.5,8788.6,5715.98442883,0
2020-03-06,9090.0,9180.6,9199.7,9011.3,3138.04299005,0
2020-03-07,9180.6,8919.0,9241.5,8867.4,4488.72430692,0
2020-03-08,8918.9,8073.99728926,8919.0,8043.2,25592.0034775,0
2020-03-09,8073.9,7967.3,8215.0,7700.0,22558.46653578,0
2020-03-10,7965.4,7913.8,8180.0,7776.6,10174.46424416,0
2020-03-11,7917.9301252,7969.6,8034.6,7634.8,10975.8456232,0
2020-03-12,7974.4,4873.1,8001.7,4607.7,116698.05168985,0
2020-03-13,4886.0,5625.7,5973.3,4000.0,102821.64605317,1
2020-03-14,5620.9,5218.2,5682.4,5095.0,18639.84392061,0
2020-03-15,5218.2,5383.2,5987.0,5133.0,22624.20474846,0
2020-03-16,5383.2,5058.5,5388.9,4467.9009243,41779.40947088,0
2020-03-17,5058.5,5339.1,5572.8,4956.3,19595.85843754,0
2020-03-18,5339.1,5416.2,5487.96366832,5033.0,21127.20019235,0
2020-03-19,5417.0,6173.6,6416.7,5264.6,31248.3352863,1
2020-03-20,6173.9,6206.5,6929.8,5665.0246058,31077.03304621,0
2020-03-21,6209.2,6201.7,6474.7,5882.4,12942.29259347,0
2020-03-22,6201.8,5820.09678077,6410.9,5755.5,16275.91741269,0
2020-03-23,5820.0,6491.5,6664.3,5677.0,19554.6831608,1
2020-03-24,6489.7,6762.09308369,6840.0,6406.0,16617.89644742,0
2020-03-25,6762.1,6688.2,6968.0,6430.2,13788.85716863,0
2020-03-26,6688.29966788,6751.9,6790.8,6516.0,6728.7182611,0
2020-03-27,6752.5,6370.0,6861.4,6256.0,11079.80334647,0
2020-03-28,6371.9,6250.0,6371.9,6050.0,12963.61054843,0
2020-03-29,6249.5,5892.7,6280.0,5892.6,11218.70658346,0
2020-03-30,5892.6,6407.6,6636.0,5880.9,12378.55890583,1
2020-03-31,6406.91,6400.65,6416.47,6400.65,0.13827886,0
2020-04-01,6429.0,6675.0,6726.5,6180.0,11234.4749959,0
2020-04-02,6679.5,6810.7,7283.5,6580.0,20104.5807124,0
2020-04-03,6811.8,6740.8,7049.1,6623.3,9968.39865963,0
2020-04-04,6742.0,6880.1,7014.0,6660.0,7124.3330499,0
2020-04-05,6880.6,6780.2,6917.9,6690.2,5652.67664892,0
2020-04-06,6780.8,7340.2,7364.4,6775.1,14585.69114306,1
2020-04-07,7340.2,7202.99832851,7454.3,7088.0,11993.35282812,0
2020-04-08,7201.8,7367.0,7420.0,7151.64491202,8182.42316218,0
2020-04-09,7367.1,7293.7,7370.7,7117.0,7754.20710232,0
2020-04-10,7293.7,6875.5,7305.76199669,6756.3,15844.60006755,0
